sms_text,account_no,reference_id,amount,txn_type,date,merchant,category,bank
"Dear KOTAK User, your A/c X4242-credited by Rs.45080.23 on 06Jun26 transfer from SWIGGY LIMITED Ref No 681467041507 -KOTAK",X4242,681467041507,45080.23,Credit,06Jun26,NaN,Miscellaneous,KOTAK
"Dear AXIS User, your A/c X1292-credited by Rs.14912.63 on 07Sep26 transfer from UNACADEMY Ref No 325240498184 -AXIS",X1292,325240498184,14912.63,Credit,07Sep26,NaN,Miscellaneous,AXIS
"Dear PNB User, your A/c X4283-credited by Rs.5664.95 on 19Jan26 transfer from PHYSICS WALLAH Ref No 437724011604 -HDFC",X4283,437724011604,5664.95,Credit,19Jan26,NaN,Miscellaneous,HDFC
"Dear SBI User, your A/c X6387-credited by Rs.24599.82 on 11Sep26 transfer from PHYSICS WALLAH Ref No 909723388394 -PNB",X6387,909723388394,24599.82,Credit,11Sep26,NaN,Miscellaneous,SBI
A/c XX7363 debited by Rs.895.00 for ZERODHA FUNDING on 31May26 UTR 677569102730,XX7363,677569102730,895.00,Debit,31May26,ZERODHA FUNDING,Finance,NaN
"Dear HDFC User, your A/c X5347-credited by Rs.19453.72 on 18Mar26 transfer from CRED PAYMENTS Ref No 404363953548 -AXIS",X5347,404363953548,19453.72,Credit,18Mar26,NaN,Miscellaneous,HDFC
Payment of Rs.21809.00 successful to Amit Kumar via UPI Ref 185671766099,NaN,185671766099,21809.00,Debit,NaN,AMIT KUMAR VIA UPI,Recharge,NaN
"Dear KOTAK User, your A/c X1319-credited by Rs.21582.32 on 20Sep26 transfer from PHONEPE PRIVATE LIMITED Ref No 639089686027 -AXIS",X1319,639089686027,21582.32,Credit,20Sep26,NaN,Miscellaneous,AXIS
Payment of Rs.38808.00 successful to VIJAY SALES via UPI Ref 310311651826,NaN,310311651826,38808.00,Debit,NaN,VIJAY SALES VIA UPI,Recharge,NaN
UPI Txn Successful. Rs.16376.00 debited from A/c XX4697 towards CULT FIT Ref 485688831586,XX4697,485688831586,16376.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear ICICI User, your A/c X5469-credited by Rs.42592.96 on 23Apr26 transfer from CRED PAYMENTS Ref No 847320711274 -AXIS",X5469,847320711274,42592.96,Credit,23Apr26,NaN,Miscellaneous,ICICI
Transaction successful. Rs.28414.00 transferred to AIRTEL PREPAID Ref No 681234201906,NaN,681234201906,28414.00,Debit,NaN,AIRTEL PREPAID,Recharge,NaN
Dear UPI user A/C X9081 debited by 32213.00 on date 28Mar26 trf to HP PETROL PUMP Refno 830480056140 If not u? call-1800111109 - SBI,X9081,830480056140,32213.00,Debit,28Mar26,HP PETROL PUMP,Fuel,SBI
"Dear KOTAK User, your A/c X4826-credited by Rs.8888.21 on 17Jun26 transfer from CRED PAYMENTS Ref No 578424633305 -HDFC",X4826,578424633305,8888.21,Credit,17Jun26,NaN,Miscellaneous,HDFC
A/c XX1640 debited by Rs.24490.00 for CULT FIT on 09Feb26 UTR 850117228427,XX1640,850117228427,24490.00,Debit,09Feb26,CULT FIT,Fitness,NaN
Your A/c XX3763 is debited by Rs.29734.00 on 14Jun26 towards RELIANCE JIO INFOCOMM - ICICI Bank,XX3763,NaN,29734.00,Debit,14Jun26,NaN,Miscellaneous,ICICI
"Dear KOTAK User, your A/c X3900-credited by Rs.43675.67 on 20Jul26 transfer from ANGEL ONE LIMITED Ref No 848914700626 -KOTAK",X3900,848914700626,43675.67,Credit,20Jul26,NaN,Miscellaneous,KOTAK
Your A/c XX6777 is debited by Rs.27769.00 on 07Jan26 towards CROMA - ICICI Bank,XX6777,NaN,27769.00,Debit,07Jan26,NaN,Miscellaneous,ICICI
Transaction successful. Rs.40721.00 transferred to LIC PREMIUM Ref No 288978483308,NaN,288978483308,40721.00,Debit,NaN,LIC PREMIUM,Insurance,NaN
UPI Txn Successful. Rs.4046.00 debited from A/c XX9691 towards ZEPTO MARKETPLAC Ref 811297316426,XX9691,811297316426,4046.00,Debit,NaN,MARKETPLAC,Miscellaneous,NaN
"Dear PNB User, your A/c X2433-credited by Rs.27585.2 on 28Aug26 transfer from UNACADEMY Ref No 479425491297 -AXIS",X2433,479425491297,27585.2,Credit,28Aug26,NaN,Miscellaneous,AXIS
Transaction successful. Rs.12090.00 transferred to SWIGGY LIMITED Ref No 127232098935,NaN,127232098935,12090.00,Debit,NaN,SWIGGY LIMITED,Food,NaN
"Dear AXIS User, your A/c X6228-credited by Rs.7370.25 on 22Oct26 transfer from ANGEL ONE LIMITED Ref No 204415330997 -PNB",X6228,204415330997,7370.25,Credit,22Oct26,NaN,Miscellaneous,AXIS
Payment of Rs.36340.00 successful to GROWW ACCOUNT via UPI Ref 742678939505,NaN,742678939505,36340.00,Debit,NaN,GROWW ACCOUNT VIA UPI,Recharge,NaN
Payment of Rs.10173.00 successful to CULT FIT via UPI Ref 980464236625,NaN,980464236625,10173.00,Debit,NaN,CULT FIT VIA UPI,Recharge,NaN
UPI Txn Successful. Rs.23839.00 debited from A/c XX2458 towards SPOTIFY INDIA Ref 624854051243,XX2458,624854051243,23839.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear PNB User, your A/c X5024-credited by Rs.9938.39 on 03Mar26 transfer from SWIGGY LIMITED Ref No 899291445294 -SBI",X5024,899291445294,9938.39,Credit,03Mar26,NaN,Miscellaneous,SBI
"Dear KOTAK User, your A/c X9901-credited by Rs.20612.55 on 08Feb26 transfer from SPOTIFY INDIA Ref No 373711821038 -KOTAK",X9901,373711821038,20612.55,Credit,08Feb26,NaN,Miscellaneous,KOTAK
"Dear PNB User, your A/c X9748-credited by Rs.13976.51 on 09Apr26 transfer from FLIPKART INTERNET PVT LTD Ref No 954789231175 -PNB",X9748,954789231175,13976.51,Credit,09Apr26,NaN,Miscellaneous,PNB
"Dear PNB User, your A/c X8425-credited by Rs.570.0 on 21Dec26 transfer from UPSTOX SECURITIES Ref No 511904860863 -HDFC",X8425,511904860863,570.0,Credit,21Dec26,NaN,Miscellaneous,HDFC
"Dear SBI User, your A/c X9597-credited by Rs.34158.07 on 23May26 transfer from ZOMATO LIMITED Ref No 606112329996 -KOTAK",X9597,606112329996,34158.07,Credit,23May26,LIMITED,Miscellaneous,SBI
UPI Txn Successful. Rs.49194.00 debited from A/c XX7701 towards HDFC LIFE INSURANCE Ref 836284545550,XX7701,836284545550,49194.00,Debit,NaN,NaN,Miscellaneous,HDFC
"Dear AXIS User, your A/c X7946-credited by Rs.23724.32 on 04May26 transfer from PHONEPE PRIVATE LIMITED Ref No 481565196728 -ICICI",X7946,481565196728,23724.32,Credit,04May26,NaN,Miscellaneous,ICICI
"Dear AXIS User, your A/c X4277-credited by Rs.27608.35 on 16Oct26 transfer from SPOTIFY INDIA Ref No 453474902867 -ICICI",X4277,453474902867,27608.35,Credit,16Oct26,NaN,Miscellaneous,ICICI
A/c XX5195 debited by Rs.35340.00 for SWIGGY LIMITED on 14Apr26 UTR 386644583676,XX5195,386644583676,35340.00,Debit,14Apr26,SWIGGY LIMITED,Food,NaN
"Dear KOTAK User, your A/c X1176-credited by Rs.47683.65 on 18Aug26 transfer from PHYSICS WALLAH Ref No 923638138880 -ICICI",X1176,923638138880,47683.65,Credit,18Aug26,NaN,Miscellaneous,ICICI
"Dear AXIS User, your A/c X1404-credited by Rs.13108.26 on 10Dec26 transfer from PHYSICS WALLAH Ref No 816433599810 -ICICI",X1404,816433599810,13108.26,Credit,10Dec26,NaN,Miscellaneous,ICICI
Dear UPI user A/C X7144 debited by 19340.00 on date 26Mar26 trf to DMART READY Refno 703706168056 If not u? call-1800111109 - SBI,X7144,703706168056,19340.00,Debit,26Mar26,DMART READY,Groceries,SBI
"Dear PNB User, your A/c X6480-credited by Rs.14680.09 on 27Sep26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 973871607434 -ICICI",X6480,973871607434,14680.09,Credit,27Sep26,NaN,Miscellaneous,ICICI
INR 40638.00 spent using UPI at Rahul Sharma Ref No 347598589921 on 14Apr26. Avl Bal XXXX,NaN,347598589921,40638.00,Debit,14Apr26,RAHUL SHARMA,Personal Transfer,NaN
"Dear HDFC User, your A/c X2069-credited by Rs.35288.78 on 23Apr26 transfer from AMAZON PAY INDIA Ref No 777464891401 -HDFC",X2069,777464891401,35288.78,Credit,23Apr26,NaN,Miscellaneous,HDFC
UPI Txn Successful. Rs.26654.00 debited from A/c XX6459 towards SPOTIFY INDIA Ref 590824730437,XX6459,590824730437,26654.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear KOTAK User, your A/c X6921-credited by Rs.13490.57 on 27Oct26 transfer from NETFLIX INDIA Ref No 890709598978 -HDFC",X6921,890709598978,13490.57,Credit,27Oct26,NaN,Miscellaneous,HDFC
"Dear SBI User, your A/c X5397-credited by Rs.20018.76 on 17Aug26 transfer from PHYSICS WALLAH Ref No 743116930073 -HDFC",X5397,743116930073,20018.76,Credit,17Aug26,NaN,Miscellaneous,SBI
Payment of Rs.86.00 successful to SWIGGY LIMITED via UPI Ref 772612218517,NaN,772612218517,86.00,Debit,NaN,SWIGGY LIMITED VIA UPI,Food,NaN
"Dear ICICI User, your A/c X3187-credited by Rs.47316.05 on 27Jul26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 138449300803 -HDFC",X3187,138449300803,47316.05,Credit,27Jul26,NaN,Miscellaneous,HDFC
"Dear HDFC User, your A/c X8571-credited by Rs.45967.3 on 23Feb26 transfer from PHYSICS WALLAH Ref No 799425845317 -ICICI",X8571,799425845317,45967.3,Credit,23Feb26,NaN,Miscellaneous,HDFC
Payment of Rs.31787.00 successful to ZERODHA FUNDING via UPI Ref 658744885033,NaN,658744885033,31787.00,Debit,NaN,ZERODHA FUNDING VIA UPI,Recharge,NaN
A/c XX6718 debited by Rs.11340.00 for BLINKIT GROCERIES on 05Jun26 UTR 588149903461,XX6718,588149903461,11340.00,Debit,05Jun26,BLINKIT GROCERIES,Groceries,NaN
"Dear ICICI User, your A/c X8140-credited by Rs.45638.29 on 21Oct26 transfer from AMAZON PAY INDIA Ref No 946566845860 -ICICI",X8140,946566845860,45638.29,Credit,21Oct26,NaN,Miscellaneous,ICICI
"Dear SBI User, your A/c X9390-credited by Rs.20390.18 on 13Jan26 transfer from ZERODHA BROKING LTD Ref No 901250059135 -ICICI",X9390,901250059135,20390.18,Credit,13Jan26,NaN,Miscellaneous,SBI
"Dear AXIS User, your A/c X9587-credited by Rs.1066.44 on 16Jun26 transfer from PHONEPE PRIVATE LIMITED Ref No 423464055783 -HDFC",X9587,423464055783,1066.44,Credit,16Jun26,NaN,Miscellaneous,HDFC
"Dear ICICI User, your A/c X2854-credited by Rs.34812.2 on 11Sep26 transfer from GROWW INVESTMENTS Ref No 210863392451 -PNB",X2854,210863392451,34812.2,Credit,11Sep26,NaN,Miscellaneous,ICICI
Transaction successful. Rs.46708.00 transferred to OLA CABS Ref No 434099959063,NaN,434099959063,46708.00,Debit,NaN,OLA CABS,Travel,NaN
Rs.42764.00 debited from A/c XX9769 on 13Jan26 towards ZERODHA FUNDING UPI Ref 736361723235. HDFC Bank,XX9769,736361723235,42764.00,Debit,13Jan26,ZERODHA FUNDING,Finance,HDFC
"Dear PNB User, your A/c X8027-credited by Rs.47104.93 on 02Oct26 transfer from UPSTOX SECURITIES Ref No 427931681829 -SBI",X8027,427931681829,47104.93,Credit,02Oct26,NaN,Miscellaneous,SBI
Your A/c XX9214 is debited by Rs.337.00 on 29Mar26 towards Priya Singh - ICICI Bank,XX9214,NaN,337.00,Debit,29Mar26,NaN,Miscellaneous,ICICI
Dear UPI user A/C X5068 debited by 38744.00 on date 14Mar26 trf to PM CARES FUND Refno 767953243640 If not u? call-1800111109 - SBI,X5068,767953243640,38744.00,Debit,14Mar26,PM CARES FUND,Donation,SBI
Payment of Rs.46938.00 successful to AKSHAYA PATRA via UPI Ref 797913897578,NaN,797913897578,46938.00,Debit,NaN,AKSHAYA PATRA VIA UPI,Recharge,NaN
"Dear AXIS User, your A/c X6892-credited by Rs.15743.15 on 06Sep26 transfer from BYJUS LEARNING Ref No 341131090356 -HDFC",X6892,341131090356,15743.15,Credit,06Sep26,NaN,Miscellaneous,HDFC
INR 8288.00 spent using UPI at ISKCON Ref No 724244765407 on 08May26. Avl Bal XXXX,NaN,724244765407,8288.00,Debit,08May26,ISKCON,Donation,NaN
Transaction successful. Rs.47018.00 transferred to BLINKIT GROCERIES Ref No 666689441642,NaN,666689441642,47018.00,Debit,NaN,BLINKIT GROCERIES,Groceries,NaN
"Dear KOTAK User, your A/c X6520-credited by Rs.17433.2 on 01Apr26 transfer from SWIGGY LIMITED Ref No 554259434448 -KOTAK",X6520,554259434448,17433.2,Credit,01Apr26,NaN,Miscellaneous,KOTAK
"Dear PNB User, your A/c X9783-credited by Rs.12228.51 on 16Aug26 transfer from SWIGGY LIMITED Ref No 332233412590 -SBI",X9783,332233412590,12228.51,Credit,16Aug26,NaN,Miscellaneous,SBI
UPI Txn Successful. Rs.44909.00 debited from A/c XX2815 towards OLA CABS Ref 935863690321,XX2815,935863690321,44909.00,Debit,NaN,NaN,Miscellaneous,NaN
Payment of Rs.5106.00 successful to SHELL INDIA via UPI Ref 915277518828,NaN,915277518828,5106.00,Debit,NaN,SHELL INDIA VIA UPI,Recharge,NaN
INR 35363.00 spent using UPI at FLIPKART INTERNET Ref No 207709129127 on 23Feb26. Avl Bal XXXX,NaN,207709129127,35363.00,Debit,23Feb26,FLIPKART INTERNET,Shopping,NaN
UPI Txn Successful. Rs.29132.00 debited from A/c XX1445 towards UPSTOX Ref 893959786184,XX1445,893959786184,29132.00,Debit,NaN,NaN,Miscellaneous,NaN
UPI Txn Successful. Rs.1190.00 debited from A/c XX4443 towards RELIANCE JIO INFOCOMM Ref 481614842401,XX4443,481614842401,1190.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear KOTAK User, your A/c X9168-credited by Rs.32685.34 on 05Feb26 transfer from FLIPKART INTERNET PVT LTD Ref No 991819185243 -ICICI",X9168,991819185243,32685.34,Credit,05Feb26,NaN,Miscellaneous,ICICI
"Dear AXIS User, your A/c X5292-credited by Rs.32939.49 on 20Aug26 transfer from GOOGLE INDIA DIGITAL SERVICES PVT LTD Ref No 497408272375 -KOTAK",X5292,497408272375,32939.49,Credit,20Aug26,NaN,Miscellaneous,AXIS
"Dear ICICI User, your A/c X4518-credited by Rs.40101.22 on 22May26 transfer from PAYTM PAYMENTS BANK Ref No 684197893568 -AXIS",X4518,684197893568,40101.22,Credit,22May26,NaN,Miscellaneous,ICICI
Dear UPI user A/C X8458 debited by 39177.00 on date 06Jun26 trf to ISKCON Refno 787955122301 If not u? call-1800111109 - SBI,X8458,787955122301,39177.00,Debit,06Jun26,ISKCON,Donation,SBI
"Dear HDFC User, your A/c X9626-credited by Rs.48008.21 on 20Mar26 transfer from SPOTIFY INDIA Ref No 917101253572 -KOTAK",X9626,917101253572,48008.21,Credit,20Mar26,NaN,Miscellaneous,HDFC
Your A/c XX1336 is debited by Rs.40969.00 on 10May26 towards ZEPTO MARKETPLAC - ICICI Bank,XX1336,NaN,40969.00,Debit,10May26,NaN,Miscellaneous,ICICI
INR 19245.00 spent using UPI at DMART READY Ref No 149524495895 on 26Mar26. Avl Bal XXXX,NaN,149524495895,19245.00,Debit,26Mar26,DMART READY,Groceries,NaN
Rs.37609.00 debited from A/c XX6157 on 25May26 towards ZERODHA FUNDING UPI Ref 579566649670. HDFC Bank,XX6157,579566649670,37609.00,Debit,25May26,ZERODHA FUNDING,Finance,HDFC
Payment of Rs.16307.00 successful to Amit Kumar via UPI Ref 726986126792,NaN,726986126792,16307.00,Debit,NaN,AMIT KUMAR VIA UPI,Recharge,NaN
"Dear SBI User, your A/c X7262-credited by Rs.17465.26 on 07Jun26 transfer from CRED PAYMENTS Ref No 607124960517 -ICICI",X7262,607124960517,17465.26,Credit,07Jun26,NaN,Miscellaneous,SBI
"Dear AXIS User, your A/c X4166-credited by Rs.14712.16 on 17Dec26 transfer from CRED PAYMENTS Ref No 687922205756 -ICICI",X4166,687922205756,14712.16,Credit,17Dec26,NaN,Miscellaneous,ICICI
Rs.46421.00 debited from A/c XX5350 on 30Jan26 towards HDFC LIFE INSURANCE UPI Ref 859623542687. HDFC Bank,XX5350,859623542687,46421.00,Debit,30Jan26,HDFC LIFE INSURANCE,Insurance,HDFC
A/c XX3955 debited by Rs.31394.00 for UDEMY INDIA on 03Apr26 UTR 730404584683,XX3955,730404584683,31394.00,Debit,03Apr26,UDEMY INDIA,Education,NaN
"Dear PNB User, your A/c X1218-credited by Rs.23886.84 on 09Jun26 transfer from UNACADEMY Ref No 160083328476 -KOTAK",X1218,160083328476,23886.84,Credit,09Jun26,NaN,Miscellaneous,PNB
UPI Txn Successful. Rs.30330.00 debited from A/c XX4983 towards DISNEY HOTSTAR Ref 259831592525,XX4983,259831592525,30330.00,Debit,NaN,NaN,Miscellaneous,NaN
INR 33720.00 spent using UPI at DMART READY Ref No 186098464817 on 12Mar26. Avl Bal XXXX,NaN,186098464817,33720.00,Debit,12Mar26,DMART READY,Groceries,NaN
Transaction successful. Rs.20338.00 transferred to PURPLLE Ref No 118718548081,NaN,118718548081,20338.00,Debit,NaN,PURPLLE,Beauty,NaN
"Dear SBI User, your A/c X8922-credited by Rs.20100.33 on 06May26 transfer from ANGEL ONE LIMITED Ref No 144596757361 -PNB",X8922,144596757361,20100.33,Credit,06May26,NaN,Miscellaneous,SBI
"Dear SBI User, your A/c X2697-credited by Rs.5310.08 on 09May26 transfer from UNACADEMY Ref No 395544745112 -SBI",X2697,395544745112,5310.08,Credit,09May26,NaN,Miscellaneous,SBI
"Dear SBI User, your A/c X1509-credited by Rs.45927.27 on 02Feb26 transfer from BIGBASKET ONLINE Ref No 896872031807 -SBI",X1509,896872031807,45927.27,Credit,02Feb26,NaN,Miscellaneous,SBI
Transaction successful. Rs.16702.00 transferred to OLA CABS Ref No 441945784944,NaN,441945784944,16702.00,Debit,NaN,OLA CABS,Travel,NaN
Rs.17955.00 debited from A/c XX9217 on 03Mar26 towards PHYSICS WALLAH UPI Ref 958343537083. HDFC Bank,XX9217,958343537083,17955.00,Debit,03Mar26,PHYSICS WALLAH,Education,HDFC
"Dear ICICI User, your A/c X4928-credited by Rs.6013.83 on 21Apr26 transfer from ANGEL ONE LIMITED Ref No 541014817685 -HDFC",X4928,541014817685,6013.83,Credit,21Apr26,NaN,Miscellaneous,HDFC
A/c XX4053 debited by Rs.18945.00 for LAKME SALON on 22May26 UTR 793059182617,XX4053,793059182617,18945.00,Debit,22May26,LAKME SALON,Beauty,NaN
"Dear HDFC User, your A/c X7748-credited by Rs.1091.34 on 26Apr26 transfer from ANGEL ONE LIMITED Ref No 783232556561 -ICICI",X7748,783232556561,1091.34,Credit,26Apr26,NaN,Miscellaneous,HDFC
Rs.1011.00 debited from A/c XX2003 on 10Jun26 towards RAPIDO RIDE UPI Ref 473788232140. HDFC Bank,XX2003,473788232140,1011.00,Debit,10Jun26,RAPIDO RIDE,Travel,HDFC
"Dear ICICI User, your A/c X8431-credited by Rs.7580.22 on 02Sep26 transfer from SPOTIFY INDIA Ref No 567026025601 -KOTAK",X8431,567026025601,7580.22,Credit,02Sep26,NaN,Miscellaneous,ICICI
"Dear SBI User, your A/c X8588-credited by Rs.6496.81 on 20Sep26 transfer from BLINKIT GROCERIES Ref No 441952230511 -SBI",X8588,441952230511,6496.81,Credit,20Sep26,NaN,Miscellaneous,SBI
"Dear HDFC User, your A/c X9538-credited by Rs.3663.51 on 15May26 transfer from ZERODHA BROKING LTD Ref No 615615806963 -PNB",X9538,615615806963,3663.51,Credit,15May26,NaN,Miscellaneous,HDFC
Transaction successful. Rs.1679.00 transferred to Amit Kumar Ref No 182864136506,NaN,182864136506,1679.00,Debit,NaN,AMIT KUMAR,Personal Transfer,NaN
"Dear HDFC User, your A/c X7639-credited by Rs.682.11 on 24Dec26 transfer from AMAZON PAY INDIA Ref No 165017329085 -HDFC",X7639,165017329085,682.11,Credit,24Dec26,NaN,Miscellaneous,HDFC
Transaction successful. Rs.45488.00 transferred to BLINKIT GROCERIES Ref No 133149019032,NaN,133149019032,45488.00,Debit,NaN,BLINKIT GROCERIES,Groceries,NaN
"Dear KOTAK User, your A/c X1965-credited by Rs.6675.16 on 07Feb26 transfer from NETFLIX INDIA Ref No 352795180428 -AXIS",X1965,352795180428,6675.16,Credit,07Feb26,NaN,Miscellaneous,AXIS
A/c XX7449 debited by Rs.6321.00 for HDFC LIFE INSURANCE on 08Jan26 UTR 422714348663,XX7449,422714348663,6321.00,Debit,08Jan26,HDFC LIFE INSURANCE,Insurance,HDFC
Transaction successful. Rs.43331.00 transferred to VIJAY SALES Ref No 449337029429,NaN,449337029429,43331.00,Debit,NaN,VIJAY SALES,Recharge,NaN
"Dear AXIS User, your A/c X2629-credited by Rs.46444.58 on 19Feb26 transfer from UPSTOX SECURITIES Ref No 445652312615 -HDFC",X2629,445652312615,46444.58,Credit,19Feb26,NaN,Miscellaneous,HDFC
Rs.19354.00 debited from A/c XX8624 on 22May26 towards MAMAEARTH INDIA UPI Ref 995119939387. HDFC Bank,XX8624,995119939387,19354.00,Debit,22May26,MAMAEARTH INDIA,Beauty,HDFC
INR 19865.00 spent using UPI at SPOTIFY INDIA Ref No 709986898336 on 11Apr26. Avl Bal XXXX,NaN,709986898336,19865.00,Debit,11Apr26,SPOTIFY INDIA,Entertainment,NaN
"Dear SBI User, your A/c X9172-credited by Rs.4652.65 on 18Sep26 transfer from ZERODHA BROKING LTD Ref No 286991000484 -ICICI",X9172,286991000484,4652.65,Credit,18Sep26,NaN,Miscellaneous,SBI
INR 37722.00 spent using UPI at MAMAEARTH INDIA Ref No 858486611591 on 17Feb26. Avl Bal XXXX,NaN,858486611591,37722.00,Debit,17Feb26,MAMAEARTH INDIA,Beauty,NaN
INR 6689.00 spent using UPI at HP PETROL PUMP Ref No 532469649581 on 06Mar26. Avl Bal XXXX,NaN,532469649581,6689.00,Debit,06Mar26,HP PETROL PUMP,Fuel,NaN
"Dear AXIS User, your A/c X9447-credited by Rs.26299.17 on 09Feb26 transfer from PHYSICS WALLAH Ref No 978007095566 -KOTAK",X9447,978007095566,26299.17,Credit,09Feb26,NaN,Miscellaneous,AXIS
Rs.9518.00 debited from A/c XX6537 on 04Mar26 towards OLA CABS UPI Ref 560540373956. HDFC Bank,XX6537,560540373956,9518.00,Debit,04Mar26,OLA CABS,Travel,HDFC
"Dear HDFC User, your A/c X5601-credited by Rs.16779.8 on 10Feb26 transfer from UNACADEMY Ref No 288594804029 -AXIS",X5601,288594804029,16779.8,Credit,10Feb26,NaN,Miscellaneous,HDFC
"Dear KOTAK User, your A/c X3697-credited by Rs.46136.72 on 04Jan26 transfer from GROWW INVESTMENTS Ref No 140410249762 -ICICI",X3697,140410249762,46136.72,Credit,04Jan26,NaN,Miscellaneous,ICICI
Rs.23580.00 debited from A/c XX9450 on 13Feb26 towards LAKME SALON UPI Ref 692583799327. HDFC Bank,XX9450,692583799327,23580.00,Debit,13Feb26,LAKME SALON,Beauty,HDFC
"Dear KOTAK User, your A/c X2923-credited by Rs.48925.21 on 14Apr26 transfer from AMAZON PAY INDIA Ref No 577852357598 -KOTAK",X2923,577852357598,48925.21,Credit,14Apr26,NaN,Miscellaneous,KOTAK
UPI Txn Successful. Rs.38146.00 debited from A/c XX8876 towards ISKCON Ref 397538813822,XX8876,397538813822,38146.00,Debit,NaN,NaN,Miscellaneous,NaN
"Dear PNB User, your A/c X8962-credited by Rs.6677.28 on 17Aug26 transfer from AMAZON PAY INDIA Ref No 618883536788 -AXIS",X8962,618883536788,6677.28,Credit,17Aug26,NaN,Miscellaneous,AXIS
"Dear PNB User, your A/c X7542-credited by Rs.36043.01 on 07Jun26 transfer from PHYSICS WALLAH Ref No 428278405912 -HDFC",X7542,428278405912,36043.01,Credit,07Jun26,NaN,Miscellaneous,HDFC
INR 47082.00 spent using UPI at Rahul Sharma Ref No 504354719699 on 08Jun26. Avl Bal XXXX,NaN,504354719699,47082.00,Debit,08Jun26,RAHUL SHARMA,Personal Transfer,NaN
Transaction successful. Rs.47024.00 transferred to ISKCON Ref No 120291905346,NaN,120291905346,47024.00,Debit,NaN,ISKCON,Donation,NaN
